Booking_ID,Hotel_Name,Hotel_Category,City,State,Country,Checkin_Date,Checkout_Date,Month,Quarter,Year,Room_Type,Guests,Nights_Stayed,Room_Rate,Extra_Charges,Discount,Gross_Revenue,Net_Revenue,GST_Amount,Total_With_GST,Booking_Channel,Customer_Type,Payment_Mode,Occupancy_Status,Customer_Rating,Feedback_Status,Covid_Impact_Level
BK6734961,ITC Narmada,Business,Ahmedabad,Gujarat,India,44552,44556,December,Q4,2021,Deluxe,1,4,19359,1228,4897,78664,73767,8852.04,82619.04,Website,Regular,Credit Card,Checked-In,4.2,Negative,Low
BK5609928,ITC Mughal,Resort,Agra,Uttar Pradesh,India,44332,44335,May,Q2,2021,Club Room,2,3,17380,1702,4885,53842,48957,5874.84,54831.84,Goibibo,VIP,Credit Card,Checked-In,4.5,Positive,High
BK7447932,ITC Kakatiya,Luxury,Hyderabad,Telangana,India,44313,44316,April,Q2,2021,Deluxe,4,3,11157,6376,458,39847,39389,4726.68,44115.68,Booking.com,VIP,Net Banking,Checked-In,4.5,Positive,High
BK8315506,ITC Windsor,Business,Bengaluru,Karnataka,India,44457,44458,September,Q3,2021,Luxury Suite,4,1,12251,6563,2287,18814,16527,1983.24,18510.24,Goibibo,Corporate,Cash,Checked-In,4.9,Positive,Low
BK3578910,ITC Kohenur,Luxury,Hyderabad,Telangana,India,44578,44581,January,Q1,2022,Executive,3,3,23589,3260,3355,74027,70672,8480.64,79152.64,Goibibo,Corporate,Debit Card,Checked-In,3.9,Positive,High
BK2598169,ITC Kakatiya,Luxury,Hyderabad,Telangana,India,44478,44481,October,Q4,2021,Luxury Suite,3,3,23525,6619,3587,77194,73607,8832.84,82439.84,Website,New Guest,UPI,Checked-Out,4.6,Positive,Low
BK6975449,Welcomhotel Dwarka,Business,New Delhi,Delhi,India,44347,44349,May,Q2,2021,Deluxe,4,2,7537,6618,571,21692,21121,2534.52,23655.52,MakeMyTrip,New Guest,UPI,Checked-In,3.4,Positive,High
BK6526166,ITC Maurya,Luxury,New Delhi,Delhi,India,44571,44576,January,Q1,2022,Deluxe,1,5,9989,787,3802,50732,46930,5631.6,52561.6,Walk-in,Member,UPI,Checked-In,3.0,Positive,High
BK9732106,ITC Maurya,Luxury,New Delhi,Delhi,India,44583,44588,January,Q1,2022,Luxury Suite,3,5,5830,1887,3353,31037,27684,3322.08,31006.08,Booking.com,Corporate,Debit Card,Cancelled,4.8,Positive,High
BK1262447,ITC Kohenur,Luxury,Hyderabad,Telangana,India,44374,44375,June,Q2,2021,Presidential Suite,1,1,16689,121,73,16810,16737,2008.44,18745.44,Website,New Guest,Net Banking,Cancelled,3.3,Positive,High
BK8559860,ITC Narmada,Business,Ahmedabad,Gujarat,India,44540,44545,December,Q4,2021,Club Room,4,5,16334,3128,4558,84798,80240,9628.8,89868.8,Goibibo,Member,Debit Card,Checked-Out,3.8,Positive,Low
BK8083199,Welcomhotel Dwarka,Business,New Delhi,Delhi,India,44352,44355,June,Q2,2021,Deluxe,3,3,9646,6406,3125,35344,32219,3866.28,36085.28,Website,Corporate,Net Banking,Checked-Out,4.0,Positive,High
BK4574444,ITC Kohenur,Luxury,Hyderabad,Telangana,India,44589,44592,January,Q1,2022,Deluxe,4,3,18377,5869,4512,61000,56488,6778.56,63266.56,Corporate,VIP,Cash,Checked-Out,3.5,Positive,High
BK3555611,ITC Royal Bengal,Luxury,Kolkata,West Bengal,India,44617,44622,February,Q1,2022,Executive,4,5,16878,337,3685,84727,81042,9725.04,90767.04,Corporate,VIP,Credit Card,Checked-In,3.8,Positive,Low
BK3374560,ITC Grand Goa,Resort,Goa,Goa,India,44596,44598,February,Q1,2022,Presidential Suite,3,2,25223,478,1613,50924,49311,5917.32,55228.32,MakeMyTrip,Regular,Credit Card,Cancelled,4.0,Neutral,Low
BK2878522,ITC Kohenur,Luxury,Hyderabad,Telangana,India,44509,44510,November,Q4,2021,Luxury Suite,2,1,27495,1158,235,28653,28418,3410.16,31828.16,Booking.com,VIP,Debit Card,Cancelled,3.9,Positive,Low
BK5290498,ITC Gardenia,Luxury,Bengaluru,Karnataka,India,44587,44589,January,Q1,2022,Deluxe,4,2,23270,6032,2033,52572,50539,6064.68,56603.68,Corporate,VIP,Net Banking,No Show,4.1,Positive,High
BK2460928,ITC Kakatiya,Luxury,Hyderabad,Telangana,India,44451,44456,September,Q3,2021,Deluxe,4,5,21426,741,3457,107871,104414,12529.68,116943.68,Goibibo,New Guest,Debit Card,Checked-In,4.0,Positive,Low
BK7210630,ITC Rajputana,Business,Jaipur,Rajasthan,India,44287,44288,April,Q2,2021,Executive,2,1,12954,4870,4287,17824,13537,1624.44,15161.44,Corporate,Member,UPI,Checked-In,4.3,Positive,High
BK1826892,ITC Sonar,Business,Kolkata,West Bengal,India,44539,44542,December,Q4,2021,Executive,3,3,17212,1417,1901,53053,51152,6138.24,57290.24,Goibibo,VIP,Debit Card,Checked-Out,3.4,Positive,Low
BK4935329,ITC Narmada,Business,Ahmedabad,Gujarat,India,44523,44524,November,Q4,2021,Deluxe,4,1,9240,2162,2594,11402,8808,1056.96,9864.96,Corporate,VIP,Cash,Checked-In,4.1,Positive,Low
BK6611673,ITC Kohenur,Luxury,Hyderabad,Telangana,India,44497,44501,October,Q4,2021,Club Room,3,4,11475,1477,4104,47377,43273,5192.76,48465.76,Walk-in,Member,Cash,Checked-Out,3.5,Positive,Low
BK4766599,Welcomhotel Dwarka,Business,New Delhi,Delhi,India,44538,44543,December,Q4,2021,Deluxe,3,5,20793,1987,1704,105952,104248,12509.76,116757.76,Website,VIP,Credit Card,Checked-In,3.6,Positive,Low
BK4451018,ITC Maratha,Luxury,Mumbai,Maharashtra,India,44368,44369,June,Q2,2021,Executive,1,1,25064,1830,4946,26894,21948,2633.76,24581.76,MakeMyTrip,Corporate,Credit Card,Checked-In,4.1,Positive,High
BK6369389,ITC Maurya,Luxury,New Delhi,Delhi,India,44370,44373,June,Q2,2021,Club Room,4,3,26768,378,791,80682,79891,9586.92,89477.92,Booking.com,Member,Credit Card,No Show,3.1,Positive,High
BK3669881,ITC Gardenia,Luxury,Bengaluru,Karnataka,India,44441,44445,September,Q3,2021,Presidential Suite,1,4,9758,2101,1366,41133,39767,4772.04,44539.04,Corporate,Member,Cash,No Show,3.0,Positive,Low
BK2179144,ITC Mughal,Resort,Agra,Uttar Pradesh,India,44578,44582,January,Q1,2022,Luxury Suite,2,4,24529,6191,3696,104307,100611,12073.32,112684.32,Booking.com,VIP,Debit Card,Checked-In,4.7,Positive,High
BK7497033,ITC Windsor,Business,Bengaluru,Karnataka,India,44551,44552,December,Q4,2021,Deluxe,2,1,17771,3394,3075,21165,18090,2170.8,20260.8,Goibibo,New Guest,Net Banking,Checked-In,3.7,Positive,Low
BK1558491,ITC Sonar,Business,Kolkata,West Bengal,India,44512,44513,November,Q4,2021,Club Room,3,1,17032,1516,840,18548,17708,2124.96,19832.96,MakeMyTrip,Member,Credit Card,Checked-Out,3.9,Positive,Low
BK4674469,Fortune Select Trinity,Business,Bengaluru,Karnataka,India,44373,44374,June,Q2,2021,Presidential Suite,4,1,7486,46,3555,7532,3977,477.24,4454.24,Booking.com,Member,Credit Card,Checked-Out,3.8,Positive,High
BK6744039,ITC Narmada,Business,Ahmedabad,Gujarat,India,44316,44317,April,Q2,2021,Club Room,3,1,24920,1811,2585,26731,24146,2897.52,27043.52,Booking.com,Corporate,UPI,Checked-In,3.5,Neutral,High
BK5496401,ITC Rajputana,Business,Jaipur,Rajasthan,India,44430,44434,August,Q3,2021,Executive,1,4,27141,6190,2699,114754,112055,13446.6,125501.6,Website,New Guest,Net Banking,Checked-In,3.9,Neutral,Low
BK7177887,ITC Sonar,Business,Kolkata,West Bengal,India,44297,44300,April,Q2,2021,Deluxe,3,3,17684,3083,3887,56135,52248,6269.76,58517.76,Goibibo,Corporate,Cash,Checked-In,4.1,Negative,High
BK8154257,ITC Kohenur,Luxury,Hyderabad,Telangana,India,44597,44602,February,Q1,2022,Luxury Suite,4,5,11676,4540,654,62920,62266,7471.92,69737.92,Website,VIP,Cash,Checked-Out,4.3,Positive,Low
BK3602029,ITC Royal Bengal,Luxury,Kolkata,West Bengal,India,44462,44465,September,Q3,2021,Presidential Suite,2,3,9874,4695,4769,34317,29548,3545.76,33093.76,MakeMyTrip,Corporate,Debit Card,Checked-In,4.5,Positive,Low
BK8039692,ITC Maurya,Luxury,New Delhi,Delhi,India,44606,44611,February,Q1,2022,Executive,3,5,23378,516,651,117406,116755,14010.6,130765.6,Walk-in,VIP,Debit Card,Checked-In,4.2,Neutral,Low
BK7218659,Welcomhotel Dwarka,Business,New Delhi,Delhi,India,44538,44542,December,Q4,2021,Deluxe,1,4,7250,5563,4774,34563,29789,3574.68,33363.68,Corporate,Corporate,Debit Card,Checked-Out,4.4,Positive,Low
BK5432781,ITC Maurya,Luxury,New Delhi,Delhi,India,44493,44498,October,Q4,2021,Luxury Suite,2,5,8310,6628,9,48178,48169,5780.28,53949.28,Website,Regular,Cash,Checked-Out,3.1,Neutral,Low
BK5603217,ITC Mughal,Resort,Agra,Uttar Pradesh,India,44354,44357,June,Q2,2021,Presidential Suite,4,3,18067,4124,1241,58325,57084,6850.08,63934.08,Walk-in,Corporate,Cash,Checked-In,4.5,Positive,High
BK4642835,ITC Royal Bengal,Luxury,Kolkata,West Bengal,India,44563,44567,January,Q1,2022,Club Room,4,4,13925,1324,3401,57024,53623,6434.76,60057.76,Walk-in,Member,Net Banking,Cancelled,4.7,Positive,High
BK1951313,ITC Windsor,Business,Bengaluru,Karnataka,India,44422,44424,August,Q3,2021,Executive,4,2,7294,628,4905,15216,10311,1237.32,11548.32,Goibibo,Corporate,Net Banking,Checked-Out,3.1,Positive,Low
BK9155821,Welcomhotel Dwarka,Business,New Delhi,Delhi,India,44645,44649,March,Q1,2022,Club Room,1,4,7464,1733,2276,31589,29313,3517.56,32830.56,Goibibo,Regular,Cash,Checked-In,3.4,Positive,Low
BK1554793,ITC Kakatiya,Luxury,Hyderabad,Telangana,India,44359,44364,June,Q2,2021,Club Room,1,5,18567,6913,3678,99748,96070,11528.4,107598.4,MakeMyTrip,Regular,Net Banking,Checked-In,4.6,Positive,High
BK2694641,ITC Grand Chola,Luxury,Chennai,Tamil Nadu,India,44480,44481,October,Q4,2021,Luxury Suite,1,1,25394,3933,973,29327,28354,3402.48,31756.48,Website,New Guest,Credit Card,Checked-Out,3.4,Neutral,Low
BK3963074,ITC Gardenia,Luxury,Bengaluru,Karnataka,India,44329,44334,May,Q2,2021,Executive,2,5,10441,3713,4843,55918,51075,6129.0,57204.0,Walk-in,Member,Cash,Checked-In,4.3,Neutral,High
BK2258058,ITC Maurya,Luxury,New Delhi,Delhi,India,44574,44578,January,Q1,2022,Luxury Suite,2,4,21205,3044,3149,87864,84715,10165.8,94880.8,Website,Member,Debit Card,Checked-In,5.0,Positive,High
BK3135932,ITC Maratha,Luxury,Mumbai,Maharashtra,India,44418,44422,August,Q3,2021,Luxury Suite,2,4,21083,5042,3848,89374,85526,10263.12,95789.12,Booking.com,Regular,UPI,Checked-In,3.6,Negative,Low
BK5787694,ITC Maurya,Luxury,New Delhi,Delhi,India,44322,44323,May,Q2,2021,Presidential Suite,2,1,13601,4545,1894,18146,16252,1950.24,18202.24,Website,Regular,Cash,Checked-In,3.7,Positive,High
BK9406915,ITC Sonar,Business,Kolkata,West Bengal,India,44534,44535,December,Q4,2021,Club Room,1,1,12115,1057,3189,13172,9983,1197.96,11180.96,Corporate,Member,Cash,Checked-In,4.2,Positive,Low
BK1129238,ITC Maurya,Luxury,New Delhi,Delhi,India,44550,44553,December,Q4,2021,Executive,2,3,9411,3545,3704,31778,28074,3368.88,31442.88,Corporate,VIP,Cash,Checked-In,3.9,Positive,Low
BK8130085,ITC Narmada,Business,Ahmedabad,Gujarat,India,44450,44452,September,Q3,2021,Deluxe,4,2,10972,5036,2772,26980,24208,2904.96,27112.96,Website,Member,UPI,Checked-Out,3.5,Positive,Low
BK8015123,ITC Maurya,Luxury,New Delhi,Delhi,India,44556,44558,December,Q4,2021,Club Room,4,2,20676,3913,4320,45265,40945,4913.4,45858.4,Website,Corporate,Cash,Checked-In,4.3,Positive,Low
BK6604084,ITC Grand Chola,Luxury,Chennai,Tamil Nadu,India,44366,44369,June,Q2,2021,Luxury Suite,1,3,12155,3695,3794,40160,36366,4363.92,40729.92,MakeMyTrip,Member,Credit Card,Checked-In,4.5,Positive,High
BK2084866,ITC Grand Chola,Luxury,Chennai,Tamil Nadu,India,44649,44650,March,Q1,2022,Club Room,3,1,5337,3425,4275,8762,4487,538.44,5025.44,Booking.com,Member,Cash,Checked-Out,3.8,Neutral,Low
BK9409102,ITC Windsor,Business,Bengaluru,Karnataka,India,44646,44650,March,Q1,2022,Luxury Suite,2,4,14537,6797,1628,64945,63317,7598.04,70915.04,MakeMyTrip,Regular,Credit Card,Checked-In,5.0,Negative,Low
BK7512553,ITC Rajputana,Business,Jaipur,Rajasthan,India,44554,44557,December,Q4,2021,Presidential Suite,2,3,12772,1361,1420,39677,38257,4590.84,42847.84,Goibibo,VIP,UPI,Checked-Out,3.1,Positive,Low
BK6265766,ITC Kakatiya,Luxury,Hyderabad,Telangana,India,44589,44594,January,Q1,2022,Deluxe,4,5,15457,5824,570,83109,82539,9904.68,92443.68,MakeMyTrip,New Guest,Cash,No Show,3.5,Positive,High
BK2133819,ITC Maratha,Luxury,Mumbai,Maharashtra,India,44336,44337,May,Q2,2021,Club Room,3,1,25919,5102,3087,31021,27934,3352.08,31286.08,Booking.com,New Guest,Credit Card,Checked-Out,4.1,Positive,High
BK5535429,ITC Maurya,Luxury,New Delhi,Delhi,India,44637,44642,March,Q1,2022,Club Room,1,5,7657,6436,2014,44721,42707,5124.84,47831.84,Booking.com,VIP,Credit Card,Checked-In,3.5,Neutral,Low
BK4048756,ITC Maurya,Luxury,New Delhi,Delhi,India,44614,44617,February,Q1,2022,Presidential Suite,2,3,10260,3773,2599,34553,31954,3834.48,35788.48,Booking.com,Member,Debit Card,Cancelled,3.2,Positive,Low
BK5410482,ITC Gardenia,Luxury,Bengaluru,Karnataka,India,44361,44365,June,Q2,2021,Executive,4,4,23338,4553,3406,97905,94499,11339.88,105838.88,Corporate,Member,Debit Card,Checked-In,3.4,Positive,High
BK1087923,Welcomhotel Dwarka,Business,New Delhi,Delhi,India,44486,44491,October,Q4,2021,Executive,2,5,5499,6381,4714,33876,29162,3499.44,32661.44,Booking.com,Member,Cash,Checked-In,4.2,Positive,Low
BK5833274,ITC Grand Chola,Luxury,Chennai,Tamil Nadu,India,44408,44413,July,Q3,2021,Luxury Suite,3,5,16210,6562,353,87612,87259,10471.08,97730.08,Website,Corporate,UPI,Checked-Out,3.7,Positive,Low
BK6996568,ITC Maratha,Luxury,Mumbai,Maharashtra,India,44310,44315,April,Q2,2021,Presidential Suite,3,5,10423,5908,1559,58023,56464,6775.68,63239.68,Corporate,VIP,UPI,Checked-Out,4.7,Neutral,High
BK2557177,ITC Windsor,Business,Bengaluru,Karnataka,India,44397,44400,July,Q3,2021,Executive,1,3,14994,4290,289,49272,48983,5877.96,54860.96,Goibibo,Regular,Cash,Checked-In,4.7,Positive,Low
BK1414086,ITC Mughal,Resort,Agra,Uttar Pradesh,India,44459,44460,September,Q3,2021,Executive,3,1,5687,5673,4395,11360,6965,835.8,7800.8,Walk-in,Member,Net Banking,Checked-In,4.1,Positive,Low
BK9232391,ITC Rajputana,Business,Jaipur,Rajasthan,India,44648,44649,March,Q1,2022,Club Room,1,1,26541,5625,161,32166,32005,3840.6,35845.6,Booking.com,New Guest,Debit Card,Cancelled,3.0,Neutral,Low
BK4978485,ITC Kakatiya,Luxury,Hyderabad,Telangana,India,44511,44515,November,Q4,2021,Executive,2,4,17904,3436,3613,75052,71439,8572.68,80011.68,Website,Member,Net Banking,Checked-In,4.7,Positive,Low
BK7615362,ITC Royal Bengal,Luxury,Kolkata,West Bengal,India,44623,44628,March,Q1,2022,Luxury Suite,2,5,18802,3256,2578,97266,94688,11362.56,106050.56,Goibibo,VIP,Debit Card,No Show,3.1,Negative,Low
BK1586084,ITC Kakatiya,Luxury,Hyderabad,Telangana,India,44503,44507,November,Q4,2021,Executive,3,4,18315,6388,3683,79648,75965,9115.8,85080.8,MakeMyTrip,VIP,Debit Card,Checked-In,3.8,Positive,Low
BK6590685,ITC Narmada,Business,Ahmedabad,Gujarat,India,44429,44434,August,Q3,2021,Luxury Suite,3,5,14111,1119,4579,71674,67095,8051.4,75146.4,Website,Corporate,Cash,Checked-In,4.3,Positive,Low
BK3837259,ITC Sonar,Business,Kolkata,West Bengal,India,44475,44479,October,Q4,2021,Presidential Suite,4,4,24785,4392,1669,103532,101863,12223.56,114086.56,Walk-in,New Guest,Debit Card,Checked-Out,4.6,Positive,Low
BK9032832,ITC Narmada,Business,Ahmedabad,Gujarat,India,44605,44609,February,Q1,2022,Club Room,4,4,21815,4432,109,91692,91583,10989.96,102572.96,Booking.com,VIP,Debit Card,Checked-In,3.8,Positive,Low
BK6046286,ITC Maurya,Luxury,New Delhi,Delhi,India,44314,44317,April,Q2,2021,Deluxe,1,3,25242,4564,3273,80290,77017,9242.04,86259.04,Corporate,Member,Credit Card,Checked-In,3.5,Positive,High
BK9950797,Fortune Select Trinity,Business,Bengaluru,Karnataka,India,44335,44340,May,Q2,2021,Club Room,4,5,8979,3953,177,48848,48671,5840.52,54511.52,MakeMyTrip,New Guest,Credit Card,Checked-Out,4.4,Positive,High
BK6545489,ITC Rajputana,Business,Jaipur,Rajasthan,India,44379,44381,July,Q3,2021,Deluxe,1,2,26618,5911,877,59147,58270,6992.4,65262.4,MakeMyTrip,VIP,Cash,Checked-Out,3.8,Positive,Low
BK4399810,ITC Sonar,Business,Kolkata,West Bengal,India,44530,44533,November,Q4,2021,Executive,4,3,20041,6445,724,66568,65844,7901.28,73745.28,MakeMyTrip,Corporate,UPI,Checked-Out,4.9,Negative,Low
BK5561369,ITC Maratha,Luxury,Mumbai,Maharashtra,India,44288,44293,April,Q2,2021,Deluxe,1,5,9518,4841,460,52431,51971,6236.52,58207.52,Goibibo,New Guest,Net Banking,Checked-In,4.7,Positive,High
BK4324084,ITC Royal Bengal,Luxury,Kolkata,West Bengal,India,44555,44557,December,Q4,2021,Executive,4,2,26275,3722,140,56272,56132,6735.84,62867.84,Walk-in,Member,Net Banking,No Show,3.2,Positive,Low
BK6445430,ITC Grand Chola,Luxury,Chennai,Tamil Nadu,India,44512,44516,November,Q4,2021,Executive,2,4,16629,615,4040,67131,63091,7570.92,70661.92,Corporate,Member,Cash,Checked-Out,4.7,Neutral,Low
BK9828648,ITC Rajputana,Business,Jaipur,Rajasthan,India,44431,44436,August,Q3,2021,Executive,1,5,10782,2527,3644,56437,52793,6335.16,59128.16,MakeMyTrip,Member,Credit Card,Checked-Out,4.4,Negative,Low
BK3625940,ITC Rajputana,Business,Jaipur,Rajasthan,India,44394,44398,July,Q3,2021,Club Room,4,4,7923,3991,592,35683,35091,4210.92,39301.92,Walk-in,VIP,UPI,Checked-Out,4.7,Neutral,Low
BK5215277,ITC Narmada,Business,Ahmedabad,Gujarat,India,44417,44422,August,Q3,2021,Executive,2,5,15475,6312,3749,83687,79938,9592.56,89530.56,MakeMyTrip,Corporate,Cash,Checked-Out,3.2,Positive,Low
BK2875420,Fortune Select Trinity,Business,Bengaluru,Karnataka,India,44620,44622,February,Q1,2022,Club Room,4,2,4897,2959,4352,12753,8401,1008.12,9409.12,Website,Regular,Credit Card,Cancelled,4.3,Positive,Low
BK6670035,ITC Maurya,Luxury,New Delhi,Delhi,India,44288,44292,April,Q2,2021,Presidential Suite,1,4,26859,5388,359,112824,112465,13495.8,125960.8,MakeMyTrip,Member,Credit Card,Cancelled,3.4,Positive,High
BK5129103,ITC Kohenur,Luxury,Hyderabad,Telangana,India,44598,44603,February,Q1,2022,Executive,3,5,26171,647,4810,131502,126692,15203.04,141895.04,Walk-in,Member,Net Banking,Checked-Out,4.1,Positive,Low
BK7350141,ITC Windsor,Business,Bengaluru,Karnataka,India,44579,44584,January,Q1,2022,Deluxe,2,5,5301,163,1159,26668,25509,3061.08,28570.08,Website,Member,Debit Card,Checked-In,4.9,Positive,High
BK9731673,ITC Narmada,Business,Ahmedabad,Gujarat,India,44522,44527,November,Q4,2021,Club Room,3,5,23582,2456,4646,120366,115720,13886.4,129606.4,Website,New Guest,Cash,Checked-In,4.1,Positive,Low
BK7733697,ITC Rajputana,Business,Jaipur,Rajasthan,India,44544,44546,December,Q4,2021,Presidential Suite,2,2,11478,5783,3889,28739,24850,2982.0,27832.0,Corporate,Regular,Net Banking,Checked-In,4.0,Positive,Low
BK1332431,ITC Grand Goa,Resort,Goa,Goa,India,44425,44427,August,Q3,2021,Luxury Suite,4,2,13628,2424,4317,29680,25363,3043.56,28406.56,Website,Corporate,UPI,Checked-Out,4.9,Positive,Low
BK6388871,ITC Gardenia,Luxury,Bengaluru,Karnataka,India,44566,44570,January,Q1,2022,Luxury Suite,3,4,10540,948,175,43108,42933,5151.96,48084.96,Corporate,New Guest,Credit Card,Checked-In,3.7,Positive,High
BK7602817,ITC Royal Bengal,Luxury,Kolkata,West Bengal,India,44641,44645,March,Q1,2022,Presidential Suite,3,4,24384,3128,2407,100664,98257,11790.84,110047.84,Website,Member,UPI,No Show,4.1,Neutral,Low
BK6516179,ITC Windsor,Business,Bengaluru,Karnataka,India,44432,44435,August,Q3,2021,Executive,3,3,15314,4731,4731,50673,45942,5513.04,51455.04,Website,New Guest,Debit Card,Checked-In,4.9,Positive,Low
BK5325157,ITC Narmada,Business,Ahmedabad,Gujarat,India,44544,44549,December,Q4,2021,Deluxe,1,5,22049,5023,3932,115268,111336,13360.32,124696.32,Corporate,Member,Cash,Checked-In,3.8,Positive,Low
BK8549885,ITC Royal Bengal,Luxury,Kolkata,West Bengal,India,44425,44426,August,Q3,2021,Presidential Suite,4,1,9414,0,488,9414,8926,1071.12,9997.12,Corporate,New Guest,Debit Card,Checked-Out,3.4,Positive,Low
BK4709472,ITC Gardenia,Luxury,Bengaluru,Karnataka,India,44351,44354,June,Q2,2021,Deluxe,1,3,8398,2623,1216,27817,26601,3192.12,29793.12,Website,Regular,Credit Card,Checked-In,3.6,Positive,High
BK9280697,ITC Mughal,Resort,Agra,Uttar Pradesh,India,44590,44594,January,Q1,2022,Deluxe,4,4,19240,3214,3602,80174,76572,9188.64,85760.64,Goibibo,Member,Debit Card,No Show,4.4,Neutral,High
BK3066840,ITC Gardenia,Luxury,Bengaluru,Karnataka,India,44443,44447,September,Q3,2021,Luxury Suite,1,4,8817,6837,2564,42105,39541,4744.92,44285.92,MakeMyTrip,VIP,Cash,Checked-In,4.3,Positive,Low
BK5102772,Fortune Select Trinity,Business,Bengaluru,Karnataka,India,44371,44374,June,Q2,2021,Executive,3,3,17587,3979,4792,56740,51948,6233.76,58181.76,MakeMyTrip,New Guest,UPI,Cancelled,4.2,Positive,High
BK8262455,ITC Gardenia,Luxury,Bengaluru,Karnataka,India,44492,44497,October,Q4,2021,Club Room,4,5,22778,6184,4696,120074,115378,13845.36,129223.36,Website,VIP,UPI,Checked-Out,4.8,Positive,Low
BK3838364,ITC Royal Bengal,Luxury,Kolkata,West Bengal,India,44331,44336,May,Q2,2021,Presidential Suite,3,5,11696,2401,219,60881,60662,7279.44,67941.44,Booking.com,Member,UPI,Checked-In,3.3,Positive,High
BK8371401,ITC Kakatiya,Luxury,Hyderabad,Telangana,India,44615,44619,February,Q1,2022,Executive,2,4,12270,5153,2232,54233,52001,6240.12,58241.12,Website,Member,UPI,Checked-In,3.5,Positive,Low
BK8779106,ITC Royal Bengal,Luxury,Kolkata,West Bengal,India,44447,44451,September,Q3,2021,Luxury Suite,1,4,18370,861,1043,74341,73298,8795.76,82093.76,Booking.com,Regular,Debit Card,Checked-In,4.0,Positive,Low
BK5638274,ITC Kohenur,Luxury,Hyderabad,Telangana,India,44431,44432,August,Q3,2021,Presidential Suite,1,1,22728,162,1096,22890,21794,2615.28,24409.28,Walk-in,Regular,UPI,Checked-In,4.3,Positive,Low
BK5815060,ITC Maurya,Luxury,New Delhi,Delhi,India,44405,44408,July,Q3,2021,Executive,1,3,16581,4987,2878,54730,51852,6222.24,58074.24,MakeMyTrip,New Guest,UPI,Checked-Out,3.8,Positive,Low
BK3954100,ITC Sonar,Business,Kolkata,West Bengal,India,44642,44644,March,Q1,2022,Executive,4,2,6396,4833,1466,17625,16159,1939.08,18098.08,Goibibo,Member,UPI,No Show,3.6,Positive,Low
BK7077488,ITC Kakatiya,Luxury,Hyderabad,Telangana,India,44389,44393,July,Q3,2021,Club Room,3,4,8211,4486,285,37330,37045,4445.4,41490.4,Booking.com,Corporate,Credit Card,No Show,4.5,Neutral,Low
BK7647346,ITC Grand Chola,Luxury,Chennai,Tamil Nadu,India,44395,44396,July,Q3,2021,Club Room,4,1,13319,497,4061,13816,9755,1170.6,10925.6,Walk-in,New Guest,Net Banking,Checked-In,4.6,Positive,Low
BK4720568,ITC Sonar,Business,Kolkata,West Bengal,India,44627,44631,March,Q1,2022,Club Room,4,4,24762,563,3857,99611,95754,11490.48,107244.48,Website,Member,UPI,Checked-In,3.4,Neutral,Low
BK4899719,ITC Maurya,Luxury,New Delhi,Delhi,India,44374,44376,June,Q2,2021,Executive,4,2,10135,6187,3563,26457,22894,2747.28,25641.28,Website,Corporate,UPI,Checked-In,3.2,Neutral,High
BK5884825,ITC Narmada,Business,Ahmedabad,Gujarat,India,44316,44319,April,Q2,2021,Luxury Suite,4,3,23517,6552,809,77103,76294,9155.28,85449.28,Website,Regular,Net Banking,Checked-In,4.0,Positive,High
BK9920317,ITC Windsor,Business,Bengaluru,Karnataka,India,44358,44359,June,Q2,2021,Presidential Suite,1,1,15618,135,337,15753,15416,1849.92,17265.92,Booking.com,New Guest,Credit Card,Cancelled,4.6,Neutral,High
BK8296473,ITC Kohenur,Luxury,Hyderabad,Telangana,India,44514,44518,November,Q4,2021,Presidential Suite,2,4,21425,3547,2340,89247,86907,10428.84,97335.84,MakeMyTrip,Member,Cash,Checked-In,4.2,Positive,Low
BK3259539,ITC Kohenur,Luxury,Hyderabad,Telangana,India,44363,44367,June,Q2,2021,Luxury Suite,1,4,17471,6920,1378,76804,75426,9051.12,84477.12,Website,New Guest,Debit Card,Cancelled,3.1,Neutral,High
BK9494597,ITC Grand Chola,Luxury,Chennai,Tamil Nadu,India,44451,44456,September,Q3,2021,Executive,2,5,26738,3678,1232,137368,136136,16336.32,152472.32,Walk-in,VIP,Net Banking,Checked-In,3.7,Negative,Low
BK3062477,ITC Kakatiya,Luxury,Hyderabad,Telangana,India,44502,44504,November,Q4,2021,Executive,4,2,10748,6336,3340,27832,24492,2939.04,27431.04,Walk-in,VIP,Debit Card,Cancelled,4.2,Positive,Low
BK2514886,Fortune Select Trinity,Business,Bengaluru,Karnataka,India,44371,44374,June,Q2,2021,Club Room,3,3,6284,2227,1972,21079,19107,2292.84,21399.84,Corporate,Member,Credit Card,Checked-In,3.7,Positive,High
BK2570397,Welcomhotel Dwarka,Business,New Delhi,Delhi,India,44351,44355,June,Q2,2021,Executive,4,4,19795,3033,564,82213,81649,9797.88,91446.88,Goibibo,Corporate,UPI,Checked-In,4.8,Positive,High
BK1183399,ITC Mughal,Resort,Agra,Uttar Pradesh,India,44621,44625,March,Q1,2022,Deluxe,4,4,18962,6674,3246,82522,79276,9513.12,88789.12,Goibibo,New Guest,Credit Card,Checked-Out,4.2,Positive,Low
BK5659355,ITC Gardenia,Luxury,Bengaluru,Karnataka,India,44552,44555,December,Q4,2021,Deluxe,1,3,24353,6618,1893,79677,77784,9334.08,87118.08,MakeMyTrip,Corporate,Cash,Cancelled,3.5,Neutral,Low
